"","Player","ORPM","DRPM","RPM","Possessions","year"
"2135","Terry Dehere","1.8","-2.7","-0.8","6474.0",1996
"2136","Kenny Smith","1.2","-2.1","-0.8","8526.0",1996
"2137","Antonio McDyess","-1.4","0.5","-0.8","9936.0",1996
"2138","Donald Royal","-0.0","-0.8","-0.9","3768.0",1996
"2139","Charlie Ward","-0.5","-0.4","-0.9","2780.0",1996
"2140","Vernon Maxwell","0.4","-1.3","-0.9","9424.0",1996
"2141","Keith Askins","-1.4","0.5","-0.9","6322.0",1996
"2142","Eric Riley","-1.7","0.8","-0.9","1400.0",1996
"2143","Carlos Rogers","-0.6","-0.3","-0.9","4034.0",1996
"2144","Scott Skiles","0.6","-1.5","-0.9","1126.0",1996
"2145","Bison Dele","-1.3","0.3","-0.9","9146.0",1996
"2146","Dana Barros","1.7","-2.6","-0.9","7912.0",1996
"2147","Antonio Harvey","-2.6","1.6","-1.0","3174.0",1996
"2148","Bryant Stith","-0.8","-0.1","-1.0","11258.0",1996
"2149","Derrick Alston","-1.6","0.6","-1.0","6650.0",1996
"2150","Popeye Jones","-1.5","0.5","-1.0","9770.0",1996
"2151","Alan Henderson","-0.6","-0.4","-1.0","4896.0",1996
"2152","LaPhonso Ellis","-1.7","0.7","-1.0","4864.0",1996
"2153","Mario Elie","0.9","-1.9","-1.0","5238.0",1996
"2154","Sharone Wright","-1.3","0.2","-1.0","6034.0",1996
"2155","Don Reid","-2.2","1.1","-1.0","4870.0",1996
"2156","Michael Finley","-0.1","-0.9","-1.0","11682.0",1996
"2157","Steve Kerr","1.5","-2.6","-1.1","6832.0",1996
"2158","Alvin Robertson","-1.7","0.7","-1.1","10272.0",1996
"2159","Voshon Lenard","1.8","-2.8","-1.1","1064.0",1996
"2160","Anthony Bonner","-0.8","-0.2","-1.1","208.0",1996
"2161","Randy Brown","-1.7","0.7","-1.1","2632.0",1996
"2162","Aaron McKie","-0.9","-0.2","-1.1","10546.0",1996
"2163","Byron Houston","-0.3","-0.9","-1.1","892.0",1996
"2164","Doc Rivers","-1.8","0.6","-1.2","3978.0",1996
"2165","Scott Williams","-1.2","-0.0","-1.2","658.0",1996
"2166","Terry Cummings","-1.6","0.4","-1.2","5792.0",1996
"2167","Lindsey Hunter","-0.6","-0.6","-1.2","8190.0",1996
"2168","Harvey Grant","-1.9","0.7","-1.2","10750.0",1996
"2169","Chucky Brown","-1.4","0.2","-1.2","10954.0",1996
"2170","Glenn Robinson","-0.1","-1.1","-1.2","12188.0",1996
"2171","Corie Blount","-2.0","0.7","-1.2","2352.0",1996
"2172","Muggsy Bogues","0.2","-1.5","-1.2","264.0",1996
"2173","Rex Chapman","0.3","-1.5","-1.3","7824.0",1996
"2174","Danny Manning","-1.0","-0.2","-1.3","3058.0",1996
"2175","Micheal Williams","0.0","-1.3","-1.3","888.0",1996
"2176","Haywoode Workman","-0.5","-0.8","-1.3","3846.0",1996
"2177","David Benoit","-1.1","-0.3","-1.3","9326.0",1996
"2178","Randy Woods","0.1","-1.4","-1.3","256.0",1996
"2179","Brad Lohaus","-0.3","-1.1","-1.4","2318.0",1996
"2180","Dale Ellis","0.1","-1.5","-1.4","9604.0",1996
"2181","Jamie Watson","-0.4","-1.0","-1.4","704.0",1996
"2182","Brooks Thompson","-0.1","-1.3","-1.4","1036.0",1996
"2183","Eric Montross","-2.2","0.8","-1.4","7014.0",1996
"2184","Jaren Jackson","-0.3","-1.1","-1.4","134.0",1996
"2185","Mahmoud Abdul-Rauf","2.2","-3.7","-1.4","7984.0",1996
"2186","James Edwards","-0.6","-0.8","-1.4","954.0",1996
"2187","Jerry Stackhouse","-0.2","-1.2","-1.4","10544.0",1996
"2188","Jim Jackson","1.1","-2.6","-1.4","11994.0",1996
"2189","Anthony Miller","-0.3","-1.1","-1.5","450.0",1996
"2190","Tony Dumas","1.5","-3.0","-1.5","4782.0",1996
"2191","Kevin Willis","-2.5","1.0","-1.5","8562.0",1996
"2192","Anthony Peeler","1.0","-2.5","-1.5","5560.0",1996
"2193","Mike Brown","-0.7","-0.8","-1.5","536.0",1996
"2194","Jack Haley","-0.3","-1.2","-1.5","14.0",1996
"2195","Sherell Ford","-0.6","-0.9","-1.5","590.0",1996
"2196","Geert Hammink","-0.3","-1.3","-1.6","60.0",1996
"2197","Bimbo Coles","-1.0","-0.5","-1.6","9460.0",1996
"2198","Lee Mayberry","0.4","-1.9","-1.6","5922.0",1996
"2199","Wesley Person","0.2","-1.8","-1.6","10102.0",1996
"2200","Stanley Roberts","-1.5","-0.1","-1.6","2680.0",1996
"2201","Sedale Threatt","0.1","-1.7","-1.6","5618.0",1996
"2202","Darrell Armstrong","-0.4","-1.3","-1.6","196.0",1996
"2203","Hubert Davis","1.3","-3.0","-1.6","6296.0",1996
"2204","Jamal Mashburn","1.3","-3.0","-1.6","2628.0",1996
"2205","Dee Brown","-0.1","-1.6","-1.6","6082.0",1996
"2206","Derek Strong","-1.0","-0.6","-1.6","2398.0",1996
"2207","Eric Snow","-0.9","-0.8","-1.7","1562.0",1996
"2208","Reggie Jordan","-0.5","-1.2","-1.7","1114.0",1996
"2209","Antonio Lang","-1.5","-0.2","-1.7","1136.0",1996
"2210","Clifford Rozier","-1.9","0.2","-1.7","2398.0",1996
"2211","Sherman Douglas","0.6","-2.3","-1.7","9734.0",1996
"2212","Donyell Marshall","-1.1","-0.6","-1.7","3292.0",1996
"2213","Vincent Askew","-0.8","-0.9","-1.7","6272.0",1996
"2214","Trevor Wilson","-0.6","-1.2","-1.8","244.0",1996
"2215","Lucious Harris","1.2","-2.9","-1.8","3402.0",1996
"2216","Dell Demps","-0.5","-1.2","-1.8","340.0",1996
"2217","Fred Roberts","-0.5","-1.2","-1.8","1176.0",1996
"2218","Mike Peplowski","-0.6","-1.1","-1.8","42.0",1996
"2219","Eric Williams","-0.6","-1.2","-1.8","4748.0",1996
"2220","Craig Ehlo","-0.5","-1.2","-1.8","5876.0",1996
"2221","Jon Koncak","-4.1","2.3","-1.8","6120.0",1996
"2222","Eric Mobley","-2.3","0.5","-1.8","2256.0",1996
"2223","Tracy Murray","0.9","-2.6","-1.8","8530.0",1996
"2224","J.R. Reid","-2.5","0.7","-1.8","5066.0",1996
"2225","Elmer Bennett","-0.5","-1.3","-1.8","220.0",1996
"2226","Andrew Lang","-3.0","1.2","-1.8","9530.0",1996
"2227","Mark Macon","-1.0","-0.8","-1.8","934.0",1996
"2228","Rumeal Robinson","-0.3","-1.5","-1.8","2818.0",1996
"2229","Lionel Simmons","-1.7","-0.2","-1.8","3040.0",1996
"2230","Sasha Danilovic","0.9","-2.8","-1.8","2394.0",1996
"2231","Donny Marshall","-0.6","-1.2","-1.8","648.0",1996
"2232","Stacey King","-1.5","-0.3","-1.9","578.0",1996
"2233","Acie Earl","-1.4","-0.4","-1.9","2322.0",1996
"2234","Kurt Thomas","-2.4","0.5","-1.9","7110.0",1996
"2235","Dickey Simpkins","-1.1","-0.8","-1.9","2800.0",1996
"2236","Tyus Edney","-0.0","-1.9","-1.9","10374.0",1996
"2237","Reggie Slater","-0.6","-1.2","-1.9","264.0",1996
"2238","Scott Brooks","0.9","-2.7","-1.9","2414.0",1996
"2239","Kevin Pritchard","-0.6","-1.3","-1.9","74.0",1996
"2240","Joe Courtney","-0.5","-1.4","-1.9","660.0",1996
"2241","Eldridge Recasner","0.7","-2.6","-1.9","5040.0",1996
"2242","Zan Tabak","-1.3","-0.6","-1.9","4826.0",1996
"2243","Gary Grant","-0.5","-1.5","-1.9","1976.0",1996
"2244","Randolph Keys","-1.0","-1.0","-2.0","2510.0",1996
"2245","Tim Perry","-1.3","-0.6","-2.0","818.0",1996
"2246","Dontonio Wingfield","-0.7","-1.2","-2.0","1798.0",1996
"2247","George Lynch","-1.7","-0.3","-2.0","3654.0",1996
"2248","Rasheed Wallace","-1.9","-0.0","-2.0","7590.0",1996
"2249","Khalid Reeves","0.2","-2.2","-2.0","3224.0",1996
"2250","Calbert Cheaney","-0.4","-1.6","-2.0","9980.0",1996
"2251","Darryl Johnson","-0.7","-1.3","-2.0","136.0",1996
"2252","Malik Sealy","-1.5","-0.5","-2.0","7064.0",1996
"2253","Ken Norman","-0.1","-1.9","-2.0","3562.0",1996
"2254","Andrew DeClercq","-0.8","-1.2","-2.0","730.0",1996
"2255","Johnny Newman","-1.0","-1.1","-2.0","10960.0",1996
"2256","Randolph Childress","-0.7","-1.3","-2.0","844.0",1996
"2257","Byron Scott","-0.8","-1.2","-2.1","5324.0",1996
"2258","Mario Bennett","-0.7","-1.3","-2.1","1274.0",1996
"2259","Rex Walters","0.3","-2.3","-2.1","2278.0",1996
"2260","Fred Hoiberg","-0.7","-1.4","-2.1","316.0",1996
"2261","Dwayne Schintzius","-1.5","-0.6","-2.1","1266.0",1996
"2262","Eric Leckner","-1.1","-0.9","-2.1","786.0",1996
"2263","Alvin Heggs","-0.7","-1.4","-2.1","64.0",1996
"2264","Logan Vander Velden","-0.7","-1.4","-2.1","106.0",1996
"2265","Steve Bardo","-0.9","-1.2","-2.1","358.0",1996
"2266","Howard Nathan","-0.7","-1.4","-2.1","56.0",1996
"2267","Eric Piatkowski","0.4","-2.5","-2.1","2506.0",1996
"2268","LeRon Ellis","-0.8","-1.3","-2.1","334.0",1996
"2269","Jerry Reynolds","-1.0","-1.2","-2.1","586.0",1996
"2270","Gerald Glass","-0.9","-1.2","-2.1","320.0",1996
"2271","Jeff Webster","-0.8","-1.4","-2.1","192.0",1996
"2272","Todd Mundt","-0.7","-1.4","-2.1","554.0",1996
"2273","Charles Claxton","-0.8","-1.3","-2.1","38.0",1996
"2274","Frankie King","-0.8","-1.4","-2.1","72.0",1996
"2275","Bob Thornton","-0.8","-1.4","-2.1","114.0",1996
"2276","Elmore Spencer","-2.0","-0.1","-2.1","290.0",1996
"2277","Andy Toolson","-0.8","-1.3","-2.2","186.0",1996
"2278","Robert Werdann","-0.7","-1.4","-2.2","284.0",1996
"2279","Donnie Boyce","-0.8","-1.4","-2.2","180.0",1996
"2280","Tim Kempton","-0.8","-1.4","-2.2","44.0",1996
"2281","Larry Sykes","-0.8","-1.4","-2.2","4.0",1996
"2282","Kevin Duckworth","-1.7","-0.5","-2.2","204.0",1996
"2283","Tyrone Corbin","-2.0","-0.2","-2.2","4366.0",1996
"2284","Anthony Cook","-0.8","-1.4","-2.2","220.0",1996
"2285","Sam Mitchell","-1.5","-0.7","-2.2","8418.0",1996
"2286","John Coker","-0.8","-1.4","-2.2","48.0",1996
"2287","Cedric Lewis","-0.8","-1.4","-2.2","24.0",1996
"2288","Pete Myers","-2.0","-0.2","-2.2","3302.0",1996
"2289","Monty Williams","-1.2","-1.0","-2.2","790.0",1996
"2290","Corey Beck","-0.8","-1.4","-2.2","114.0",1996
"2291","Cuonzo Martin","-0.8","-1.4","-2.2","88.0",1996
"2292","David Vaughn","-0.7","-1.5","-2.2","950.0",1996
"2293","Charles Smith","-0.8","-1.4","-2.3","116.0",1996
"2294","Stefano Rusconi","-0.9","-1.4","-2.3","110.0",1996
"2295","Spud Webb","0.4","-2.6","-2.3","5516.0",1996
"2296","Clint McDaniel","-0.9","-1.4","-2.3","300.0",1996
"2297","Rastko Cvetkovic","-0.8","-1.5","-2.3","200.0",1996
"2298","Mark Bryant","-1.3","-1.0","-2.3","5574.0",1996
"2299","Jeff Turner","-0.7","-1.6","-2.3","558.0",1996
"2300","Robert Churchwell","-0.9","-1.4","-2.3","70.0",1996
"2301","Henry James","-0.9","-1.4","-2.3","190.0",1996
"2302","Thomas Hamilton","-0.8","-1.5","-2.3","240.0",1996
"2303","Vern Fleming","-0.7","-1.6","-2.3","5028.0",1996
"2304","Mark West","-4.0","1.7","-2.3","3252.0",1996
"2305","Donald Hodge","-1.3","-1.0","-2.3","394.0",1996
"2306","Tracy Moore","-0.8","-1.5","-2.3","652.0",1996
"2307","Willie Anderson","-1.9","-0.4","-2.3","8220.0",1996
"2308","Brian Shaw","-0.5","-1.8","-2.3","5828.0",1996
"2309","Ashraf Amaya","-2.0","-0.4","-2.3","4628.0",1996
"2310","Ledell Eackles","0.1","-2.5","-2.4","4830.0",1996
"2311","Melvin Booker","-0.8","-1.6","-2.4","402.0",1996
"2312","Trevor Ruffin","1.5","-3.9","-2.4","5508.0",1996
"2313","Blue Edwards","-2.2","-0.2","-2.4","11234.0",1996
"2314","Lamond Murray","-1.5","-0.9","-2.4","6786.0",1996
"2315","Doug Smith","-1.5","-1.0","-2.4","396.0",1996
"2316","Reggie Williams","-2.1","-0.3","-2.4","2900.0",1996
"2317","Bryant Reeves","-2.0","-0.4","-2.4","9270.0",1996
"2318","Danny Schayes","-4.1","1.6","-2.4","1528.0",1996
"2319","Mitchell Butler","-2.2","-0.3","-2.5","2884.0",1996
"2320","Greg Minor","-0.3","-2.2","-2.5","7522.0",1996
"2321","Cherokee Parks","-2.1","-0.4","-2.5","3036.0",1996
"2322","Dan O'Sullivan","-0.9","-1.6","-2.5","520.0",1996
"2323","Lawrence Moten","-0.0","-2.5","-2.5","1906.0",1996
"2324","Matt Fish","-1.4","-1.1","-2.5","514.0",1996
"2325","Matt Bullard","-1.0","-1.6","-2.5","1674.0",1996
"2326","Tony Massenburg","-1.9","-0.7","-2.5","5412.0",1996
"2327","Dwayne Whitfield","-1.1","-1.4","-2.5","406.0",1996
"2328","Greg Sutton","-0.1","-2.5","-2.6","2264.0",1996
"2329","Tom Hammonds","-1.2","-1.4","-2.6","3438.0",1996
"2330","Chris King","-2.4","-0.2","-2.6","8534.0",1996
"2331","Don MacLean","-0.1","-2.5","-2.6","3470.0",1996
"2332","Tony Smith","-0.3","-2.3","-2.7","3312.0",1996
"2333","James Robinson","-0.4","-2.3","-2.7","5108.0",1996
"2334","Ricky Pierce","-0.3","-2.4","-2.7","4754.0",1996
"2335","Sam Mack","0.1","-2.8","-2.7","3558.0",1996
"2336","Ron Grandison","-1.5","-1.2","-2.7","1106.0",1996
"2337","Isaiah Rider","0.2","-3.0","-2.7","10318.0",1996
"2338","Martin Lewis","-1.0","-1.7","-2.8","624.0",1996
"2339","Eddie Johnson","-0.4","-2.4","-2.8","3012.0",1996
"2340","Yinka Dare","-3.9","1.1","-2.9","2788.0",1996
"2341","Loren Meyer","-2.1","-0.7","-2.9","5112.0",1996
"2342","David Wood","-1.7","-1.2","-2.9","2506.0",1996
"2343","Antoine Carr","-2.2","-0.7","-3.0","5424.0",1996
"2344","Harold Miner","-1.0","-2.0","-3.0","460.0",1996
"2345","Doug Edwards","-2.3","-0.7","-3.0","1478.0",1996
"2346","Anthony Bowie","-1.1","-1.9","-3.0","4242.0",1996
"2347","Frank Brickowski","-2.5","-0.6","-3.0","4386.0",1996
"2348","Michael Curry","-1.2","-1.9","-3.1","2486.0",1996
"2349","Wayman Tisdale","-1.4","-1.7","-3.1","4166.0",1996
"2350","Vincenzo Esposito","-1.3","-1.8","-3.1","1052.0",1996
"2351","Jerome Allen","-1.6","-1.5","-3.1","1230.0",1996
"2352","Bill Wennington","-2.0","-1.1","-3.1","4922.0",1996
"2353","Duane Ferrell","-1.5","-1.7","-3.1","2234.0",1996
"2354","Gary Trent","-1.2","-1.9","-3.1","4164.0",1996
"2355","Adrian Caldwell","-2.3","-0.9","-3.2","1146.0",1996
"2356","Herb Williams","-4.9","1.7","-3.2","2070.0",1996
"2357","Lou Roe","-2.2","-1.0","-3.2","1372.0",1996
"2358","Cory Alexander","-1.0","-2.2","-3.3","2032.0",1996
"2359","Anthony Avent","-4.4","1.1","-3.3","6004.0",1996
"2360","Richard Dumas","-1.8","-1.5","-3.3","2986.0",1996
"2361","Bob McCann","-2.5","-0.8","-3.3","2158.0",1996
"2362","Anthony Goldwire","-0.3","-3.1","-3.3","2320.0",1996
"2363","Greg Foster","-2.4","-1.0","-3.4","2944.0",1996
"2364","Junior Burrough","-2.2","-1.2","-3.4","1842.0",1996
"2365","Travis Best","-0.8","-2.6","-3.4","2004.0",1996
"2366","Marty Conlon","-1.6","-1.9","-3.5","3164.0",1996
"2367","Terry Davis","-1.9","-1.6","-3.5","1566.0",1996
"2368","Howard Eisley","-1.4","-2.1","-3.5","3552.0",1996
"2369","Keith Tower","-2.1","-1.4","-3.5","1050.0",1996
"2370","LaSalle Thompson","-4.5","1.0","-3.5","2848.0",1996
"2371","Rick Mahorn","-4.2","0.7","-3.6","1478.0",1996
"2372","Darrick Martin","-1.2","-2.4","-3.6","4164.0",1996
"2373","Sean Higgins","-1.1","-2.6","-3.6","3036.0",1996
"2374","Kevin Edwards","-2.3","-1.4","-3.6","4314.0",1996
"2375","Kevin Gamble","-1.4","-2.2","-3.7","4472.0",1996
"2376","Terrence Rencher","-2.1","-1.6","-3.7","1302.0",1996
"2377","Doug Overton","-1.0","-2.8","-3.8","1984.0",1996
"2378","Ed O'Bannon","-2.3","-1.6","-3.8","5078.0",1996
"2379","Kenny Gattison","-3.1","-0.8","-3.9","2296.0",1996
"2380","Marques Bragg","-2.5","-1.4","-3.9","1332.0",1996
"2381","David Wingate","-2.4","-1.5","-3.9","2802.0",1996
"2382","Chris Carr","-1.5","-2.5","-4.0","2590.0",1996
"2383","Shawn Respert","-1.2","-2.8","-4.0","2656.0",1996
"2384","Greg Grant","-2.0","-2.1","-4.1","1726.0",1996
"2385","Jason Caffey","-2.2","-2.0","-4.2","1900.0",1996
"2386","George Zidek","-2.3","-2.0","-4.2","3600.0",1996
"2387","Gerald Wilkins","-2.4","-1.8","-4.2","2770.0",1996
"2388","Darrin Hancock","-2.0","-2.3","-4.3","3056.0",1996
"2389","Joe Kleine","-3.5","-0.8","-4.3","2510.0",1996
"2390","Joe Wolf","-2.9","-1.7","-4.6","4016.0",1996
"2391","Greg Graham","-1.3","-3.4","-4.6","2146.0",1996
"2392","Bobby Hurley","-1.7","-3.0","-4.6","4346.0",1996
"2393","Rafael Addison","-2.6","-2.1","-4.7","1796.0",1996
"2394","Carl Herrera","-3.9","-0.8","-4.7","1742.0",1996
"2395","Tim Breaux","-1.5","-3.2","-4.8","1970.0",1996
"2396","Jimmy King","-1.7","-3.1","-4.8","2984.0",1996
"2397","Doug West","-3.0","-2.0","-5.0","5540.0",1996
"2398","John Amaechi","-4.1","-1.1","-5.2","1212.0",1996
"2399","Corliss Williamson","-2.8","-2.9","-5.6","2230.0",1996
"2400","Jeff Malone","-2.7","-3.0","-5.8","1760.0",1996
"2401","Rich Manning","-3.2","-2.7","-5.9","954.0",1996
"2402","Shaquille O'Neal","3.0","3.3","6.3","8596.0",1997
"2403","Dikembe Mutombo","-0.5","6.1","5.6","12360.0",1997
"2404","Alonzo Mourning","0.5","5.0","5.5","11292.0",1997
"2405","Grant Hill","3.2","2.1","5.4","11484.0",1997
"2406","Karl Malone","3.7","1.6","5.3","13968.0",1997
"2407","John Stockton","4.7","0.4","5.1","13870.0",1997
"2408","Arvydas Sabonis","1.6","3.4","5.0","8558.0",1997
"2409","Charles Barkley","3.1","1.8","4.9","9880.0",1997
"2410","Scottie Pippen","3.3","1.3","4.6","14166.0",1997
"2411","Vlade Divac","0.8","3.6","4.4","11644.0",1997
"2412","Michael Jordan","4.4","-0.1","4.3","14196.0",1997
"2413","Kevin Johnson","5.0","-0.9","4.1","11166.0",1997
"2414","Bo Outlaw","0.2","3.8","4.0","7358.0",1997
"2415","Shawn Kemp","1.1","2.9","3.9","12486.0",1997
"2416","Hakeem Olajuwon","0.5","3.3","3.8","13550.0",1997
"2417","Chris Webber","1.7","2.1","3.8","11066.0",1997
"2418","Mookie Blaylock","2.9","0.9","3.8","12342.0",1997
"2419","Patrick Ewing","-0.6","4.3","3.7","12346.0",1997
"2420","Clyde Drexler","2.5","1.0","3.5","11406.0",1997
"2421","Anfernee Hardaway","4.2","-0.8","3.5","9042.0",1997
"2422","Kenny Anderson","3.0","0.3","3.2","12144.0",1997
"2423","Tim Hardaway","3.3","-0.1","3.2","14000.0",1997
"2424","Gary Payton","2.8","-0.0","2.8","13554.0",1997
"2425","David Robinson","1.5","1.3","2.8","700.0",1997
"2426","Jason Kidd","2.5","0.3","2.8","8248.0",1997
"2427","Jim McIlvaine","-2.5","5.3","2.8","7956.0",1997
"2428","Toni Kukoc","3.5","-0.8","2.7","6484.0",1997
"2429","Greg Ostertag","-0.6","3.4","2.7","10250.0",1997
"2430","Rod Strickland","2.5","0.2","2.7","12298.0",1997
"2431","Ervin Johnson","-2.4","5.0","2.6","11060.0",1997
"2432","Dennis Rodman","-0.6","3.0","2.4","9322.0",1997
"2433","Shawn Bradley","-2.1","4.4","2.3","9462.0",1997
"2434","Terrell Brandon","2.7","-0.4","2.3","10330.0",1997
"2435","Tom Gugliotta","0.0","2.2","2.2","12158.0",1997
"2436","Anthony Mason","0.7","1.5","2.2","11644.0",1997
"2437","Elden Campbell","-0.2","2.4","2.2","11566.0",1997
"2438","Nick Anderson","0.1","2.0","2.1","8872.0",1997
"2439","Reggie Miller","2.8","-0.7","2.0","11106.0",1997
"2440","Michael Smith","-0.8","2.8","2.0","9400.0",1997
"2441","Detlef Schrempf","1.7","0.3","2.0","10372.0",1997
"2442","Hot Rod Williams","-0.9","2.9","2.0","9746.0",1997
"2443","Kevin Garnett","0.1","2.0","2.0","11544.0",1997
"2444","Nate McMillan","0.3","1.6","1.9","2508.0",1997
"2445","Ron Harper","0.3","1.6","1.9","10356.0",1997
"2446","Gheorghe Muresan","-0.7","2.6","1.9","8994.0",1997
"2447","Greg Anthony","1.7","0.2","1.9","6948.0",1997
"2448","Mark Jackson","2.4","-0.5","1.9","11762.0",1997
"2449","Christian Laettner","0.2","1.6","1.8","12946.0",1997
"2450","Eddie Jones","1.0","0.8","1.8","12630.0",1997
"2451","Horace Grant","-0.3","2.1","1.8","9482.0",1997
"2452","Tyrone Hill","-0.4","2.2","1.8","9404.0",1997
"2453","Jeff Hornacek","2.1","-0.3","1.8","13194.0",1997
"2454","Dale Davis","-1.0","2.8","1.7","10236.0",1997
"2455","Hersey Hawkins","1.4","0.3","1.7","12922.0",1997
"2456","Vin Baker","0.6","1.1","1.7","11430.0",1997
"2457","Bryon Russell","0.3","1.3","1.6","13156.0",1997
"2458","Mitch Richmond","2.3","-0.7","1.6","11576.0",1997
"2459","Bob Sura","1.0","0.6","1.5","6646.0",1997
"2460","Derrick Coleman","-0.1","1.7","1.5","8298.0",1997
"2461","Robert Horry","-0.2","1.7","1.5","6438.0",1997
"2462","Will Perdue","-0.7","2.2","1.5","6648.0",1997
"2463","Sam Perkins","1.2","0.1","1.3","7298.0",1997
"2464","Kendall Gill","1.5","-0.3","1.2","12188.0",1997
"2465","Walt Williams","0.7","0.5","1.2","10430.0",1997
"2466","P.J. Brown","-1.9","3.1","1.2","11890.0",1997
"2467","Chris Dudley","-3.0","4.1","1.1","6292.0",1997
"2468","Doug Christie","-0.1","1.2","1.1","11768.0",1997
"2469","Clifford Robinson","0.2","0.9","1.1","11918.0",1997
"2470","Latrell Sprewell","1.9","-0.9","1.0","11876.0",1997
"2471","Rony Seikaly","-0.4","1.4","0.9","10170.0",1997
"2472","Glen Rice","2.6","-1.7","0.9","12298.0",1997
"2473","Theo Ratliff","-1.0","1.9","0.9","5452.0",1997
"2474","Terry Mills","1.4","-0.6","0.9","6298.0",1997
"2475","Chris Gatling","1.5","-0.6","0.9","3660.0",1997
"2476","Rick Fox","0.2","0.7","0.8","11246.0",1997
"2477","Dean Garrett","-0.3","1.1","0.8","7232.0",1997
"2478","Clifford Rozier","-0.9","1.5","0.7","3526.0",1997
"2479","Jerome Kersey","-2.2","2.8","0.7","7788.0",1997
"2480","Oliver Miller","-1.5","2.1","0.7","3826.0",1997
"2481","Steve Smith","2.4","-1.9","0.5","11598.0",1997
"2482","Nick Van Exel","2.7","-2.2","0.5","12644.0",1997
"2483","Damon Stoudamire","2.0","-1.6","0.4","12194.0",1997
"2484","Terry Porter","0.9","-0.6","0.3","5734.0",1997
"2485","David Wesley","1.2","-0.9","0.3","11740.0",1997
"2486","Danny Manning","-0.1","0.4","0.3","7236.0",1997
"2487","Mario Elie","1.2","-0.9","0.3","13104.0",1997
"2488","Carlos Rogers","-0.1","0.4","0.3","4114.0",1997
"2489","Marcus Camby","-0.4","0.6","0.3","7050.0",1997
"2490","Antonio Davis","-1.3","1.6","0.3","7490.0",1997
"2491","Otis Thorpe","-0.7","1.0","0.2","10676.0",1997
"2492","Muggsy Bogues","1.8","-1.6","0.2","8370.0",1997
"2493","Rasheed Wallace","-0.5","0.7","0.2","8198.0",1997
"2494","Steve Kerr","1.8","-1.6","0.2","6612.0",1997
"2495","Bobby Phills","-0.1","0.3","0.1","8672.0",1997
"2496","Charles Oakley","-1.9","2.0","0.1","12768.0",1997
"2497","Sean Rooks","-1.2","1.3","0.1","2600.0",1997
"2498","Joe Dumars","1.6","-1.5","0.1","11338.0",1997
"2499","Olden Polynice","-1.7","1.8","0.1","11438.0",1997
"2500","Sam Cassell","1.6","-1.6","0.0","7006.0",1997
"2501","Luc Longley","-0.9","0.8","-0.1","8730.0",1997
"2502","Dan Majerle","0.1","-0.1","-0.1","5768.0",1997
"2503","Brent Barry","1.8","-1.9","-0.1","3390.0",1997
"2504","Grant Long","-0.8","0.6","-0.1","4470.0",1997
"2505","Michael Cage","-2.2","2.1","-0.1","5110.0",1997
"2506","John Starks","1.2","-1.3","-0.1","6572.0",1997
"2507","Buck Williams","-1.6","1.4","-0.2","5252.0",1997
"2508","Fred Hoiberg","0.6","-0.8","-0.2","1752.0",1997
"2509","Chris Mullin","1.0","-1.2","-0.2","10256.0",1997
"2510","Mark Price","2.2","-2.4","-0.2","7796.0",1997
"2511","Jayson Williams","-1.3","1.1","-0.2","5840.0",1997
"2512","Larry Johnson","-0.1","-0.1","-0.2","11736.0",1997
"2513","Stephon Marbury","2.3","-2.5","-0.2","9624.0",1997
"2514","George Lynch","-1.0","0.8","-0.2","4150.0",1997
"2515","Travis Knight","-0.7","0.4","-0.3","4186.0",1997
"2516","Randy Brown","-0.9","0.6","-0.3","3920.0",1997
"2517","Allen Iverson","1.5","-1.8","-0.3","11850.0",1997
"2518","Jon Barry","0.5","-0.8","-0.3","3326.0",1997
"2519","Ed Pinckney","-0.1","-0.2","-0.3","908.0",1997
"2520","Jalen Rose","0.8","-1.1","-0.3","3716.0",1997
"2521","Eric Piatkowski","1.9","-2.2","-0.3","2558.0",1997
